,name,party,district,chamber,start,end,occupation,gender,id
7608,Karl-Erik Svartberg,Socialdemokraterna,Bohuslän,Enkammarriksdagen,1988,1991,rektor,,karl-erik_svartberg_94ab
7609,Karl-Göran Biörsmark,Folkpartiet,Östergötlands län,Enkammarriksdagen,1988,1991,adjunkt,,karl-göran_biörsmark_3b07
7610,Karl-Gösta Svenson,Moderata samlingspartiet,Blekinge län,Enkammarriksdagen,1988,1991,byråchef,,karl-gösta_svenson_5cd7
7611,Kent Lundgren,Miljöpartiet de Gröna,Bohuslän,Enkammarriksdagen,1988,1991,systemanalytiker,man,kent_lundgren_2fb8
7612,Kenth Skårvik,Folkpartiet,Bohuslän,Enkammarriksdagen,1988,1991,distriktschef,,kenth_skårvik_2b4e
7613,Kersti Johansson,Centerpartiet,Jönköpings län,Enkammarriksdagen,1988,1991,lantbrukare,,kersti_johansson_2ff5
7614,Kerstin Ekman,Folkpartiet,Göteborgs kommun,Enkammarriksdagen,1988,1991,ingenjör,woman,kerstin_ekman_4a14
7615,Kjell Dahlström,Miljöpartiet de Gröna,Fyrstadskretsen,Enkammarriksdagen,1988,1991,teknologie doktor,man,kjell_dahlström_e321
7616,Kjell Ericsson,Centerpartiet,Värmlands län,Enkammarriksdagen,1988,1991,kommunalråd,man,kjell_ericsson_ed69
7617,Kjell Johansson,Folkpartiet,Södermanlands län,Enkammarriksdagen,1988,1991,fabrikör,man,kjell_johansson_d6fd
7618,Kjell Nilsson,Socialdemokraterna,Kronobergs län,Enkammarriksdagen,1988,1991,metallarbetare,man,kjell_nilsson_1ec1
7619,Kjell Nordström,Socialdemokraterna,Skaraborgs län,Enkammarriksdagen,1988,1991,metallarbetare,man,kjell_nordström_0838
7620,Kjell-Arne Welin,Folkpartiet,Fyrstadskretsen,Enkammarriksdagen,1988,1991,arbetsförmedlare,,kjell-arne_welin_1432
7621,Kjell-Olof Feldt,Socialdemokraterna,Kopparbergs län,Enkammarriksdagen,1988,1991,statsråd,,kjell-olof_feldt_f6ac
7622,Knut Billing,Moderata samlingspartiet,Stockholms län,Enkammarriksdagen,1988,1991,politisk sekreterare,man,knut_billing_05ee
7623,Knut Wachtmeister,Moderata samlingspartiet,Malmöhus län,Enkammarriksdagen,1988,1991,lantmästare,man,knut_wachtmeister_fa2f
7624,Kristina Svensson,Socialdemokraterna,Värmlands län,Enkammarriksdagen,1988,1991,rektor,woman,kristina_svensson_749a
7625,Kurt Ove Johansson,Socialdemokraterna,Fyrstadskretsen,Enkammarriksdagen,1988,1991,ombudsman,man,kurt_ove_johansson_5af9
7626,Lahja Exner,Socialdemokraterna,Älvsborgs läns södra,Enkammarriksdagen,1988,1991,textilarbeterska,,lahja_exner_d713
7627,Lars Ahlmark,Moderata samlingspartiet,Uppsala län,Enkammarriksdagen,1988,1991,avdelningschef,man,lars_ahlmark_2551
7628,Lars Ahlström,Moderata samlingspartiet,Göteborgs kommun,Enkammarriksdagen,1988,1991,konditor,man,lars_ahlström_ff95
7629,Lars Bäckström,Vänsterpartiet kommunisterna,Bohuslän,Enkammarriksdagen,1988,1991,lärare,man,lars_bäckström_d0a2
7630,Lars De Geer,Folkpartiet,Kopparbergs län,Enkammarriksdagen,1988,1991,f.d. statsråd,man,lars_de_geer_b7a9
7631,Lars Ernestam,Folkpartiet,Örebro län,Enkammarriksdagen,1988,1991,kulturchef,man,lars_ernestam_2b3c
7632,Lars Hedfors,Socialdemokraterna,Kronobergs län,Enkammarriksdagen,1988,1991,studierektor,man,lars_hedfors_1ec1
7633,Lars Leijonborg,Folkpartiet,Stockholms län,Enkammarriksdagen,1988,1991,projektledare,man,lars_leijonborg_ac95
7634,Lars Norberg,Miljöpartiet de Gröna,Östergötlands län,Enkammarriksdagen,1988,1991,civilingenjör,man,lars_norberg_5b51
7635,Lars Sundin,Folkpartiet,Älvsborgs läns södra,Enkammarriksdagen,1988,1991,adjunkt,man,lars_sundin_3bde
7636,Lars Svensson,Socialdemokraterna,Hallands län,Enkammarriksdagen,1988,1991,kontorsföreståndare,man,lars_svensson_90bf
7637,Lars Tobisson,Moderata samlingspartiet,Stockholms län,Enkammarriksdagen,1988,1991,riksgäldsfullmäktig,man,lars_tobisson_05ee
7638,Lars Ulander,Socialdemokraterna,Stockholms kommun,Enkammarriksdagen,1988,1991,ombudsman,man,lars_ulander_e588
7639,Lars Werner,Vänsterpartiet kommunisterna,Stockholms kommun,Enkammarriksdagen,1988,1991,ombudsman,man,lars_werner_4de3
7640,Lars-Erik Lövdén,Socialdemokraterna,Fyrstadskretsen,Enkammarriksdagen,1988,1991,sekreterare,,lars-erik_lövdén_5af9
7641,Lars-Ove Hagberg,Vänsterpartiet kommunisterna,Kopparbergs län,Enkammarriksdagen,1988,1991,järnbruksarbetare,,lars-ove_hagberg_2f8b
7642,Larz Johansson,Centerpartiet,Södermanlands län,Enkammarriksdagen,1988,1991,lantbrukare,,larz_johansson_585c
7643,Leif Marklund,Socialdemokraterna,Norrbottens län,Enkammarriksdagen,1988,1991,ombudsman,man,leif_marklund_9770
7644,Leif Olsson,Folkpartiet,Bohuslän,Enkammarriksdagen,1988,1991,bankkamrer,man,leif_olsson_2b4e
7645,Lena Boström,Socialdemokraterna,Västerbottens län,Enkammarriksdagen,1988,1991,sekreterare,woman,lena_boström_2566
7646,Lena Hjelm-Wallén,Socialdemokraterna,Västmanlands län,Enkammarriksdagen,1988,1991,statsråd,woman,lena_hjelm-wallén_8849
7647,Lena Öhrsvik,Socialdemokraterna,Kalmar län,Enkammarriksdagen,1988,1991,kurator,woman,lena_öhrsvik_071c
7648,Lennart Andersson,Socialdemokraterna,Stockholms län,Enkammarriksdagen,1988,1991,studieombudsman,man,lennart_andersson_f16d
7649,Lennart Brunander,Centerpartiet,Älvsborgs läns södra,Enkammarriksdagen,1988,1991,lantbrukare,man,lennart_brunander_0e6e
7650,Lennart Nilsson,Socialdemokraterna,Bohuslän,Enkammarriksdagen,1988,1991,byggnadssnickare,man,lennart_nilsson_94ab
7651,Lennart Pettersson,Socialdemokraterna,Fyrstadskretsen,Enkammarriksdagen,1988,1991,civilekonom,man,lennart_pettersson_5af9
7652,Lisbet Calner,Socialdemokraterna,Bohuslän,Enkammarriksdagen,1988,1991,postexpeditör,,lisbet_calner_94ab
7653,Lola Björkquist,Folkpartiet,Östergötlands län,Enkammarriksdagen,1988,1991,sjuksköterska,woman,lola_björkquist_3b07
7654,Maggi Mikaelsson,Vänsterpartiet kommunisterna,Västerbottens län,Enkammarriksdagen,1988,1991,barnomsorgsassistent,,maggi_mikaelsson_bd95
7655,Magnus Persson,Socialdemokraterna,Värmlands län,Enkammarriksdagen,1988,1991,ombudsman,man,magnus_persson_749a
7656,Maj Britt Theorin,Socialdemokraterna,Stockholms kommun,Enkammarriksdagen,1988,1991,ambassadör,woman,maj_britt_theorin_e588
7657,Maj-Inger Klingvall,Socialdemokraterna,Östergötlands län,Enkammarriksdagen,1988,1991,politices magister,,maj-inger_klingvall_3fc6
7658,Maj-Lis Lööw,Socialdemokraterna,Södermanlands län,Enkammarriksdagen,1988,1991,arbetsförmedlare,,maj-lis_lööw_c9c6
7659,Maja Bäckström,Socialdemokraterna,Kristianstads län,Enkammarriksdagen,1988,1991,undersköterska,woman,maja_bäckström_2aa6
7660,Margareta Fogelberg,Folkpartiet,Hallands län,Enkammarriksdagen,1988,1991,inredningsarkitekt,,margareta_fogelberg_89c7
7661,Margareta Hemmingsson,Socialdemokraterna,Västmanlands län,Enkammarriksdagen,1988,1991,lågstadielärare,,margareta_hemmingsson_8849
7662,Margareta Winberg,Socialdemokraterna,Jämtlands län,Enkammarriksdagen,1988,1991,lärare,,margareta_winberg_a93e
7663,Margaretha af Ugglas,Moderata samlingspartiet,Stockholms kommun,Enkammarriksdagen,1988,1991,civilekonom,,margaretha_af_ugglas_7d9c
7664,Margit Gennser,Moderata samlingspartiet,Fyrstadskretsen,Enkammarriksdagen,1988,1991,civilekonom,,margit_gennser_1119
7665,Margit Sandéhn,Socialdemokraterna,Malmöhus län,Enkammarriksdagen,1988,1991,textillärare,,margit_sandéhn_603f
7666,Margó Ingvardsson,Vänsterpartiet kommunisterna,Stockholms kommun,Enkammarriksdagen,1988,1991,sjukgymnast,,margó_ingvardsson_4de3
7667,Maria Leissner,Folkpartiet,Stockholms kommun,Enkammarriksdagen,1988,1991,sekreterare,woman,maria_leissner_ded3
7668,Marianne Andersson,Centerpartiet,Älvsborgs läns norra,Enkammarriksdagen,1988,1991,ekonom,,marianne_andersson_fb82
7669,Marianne Jönsson,Centerpartiet,Kalmar län,Enkammarriksdagen,1988,1991,adjunkt,,marianne_jönsson_8d40
7670,Marianne Samuelsson,Miljöpartiet de Gröna,Älvsborgs läns norra,Enkammarriksdagen,1988,1991,hemvårdare,,marianne_samuelsson_3727
7671,Marianne Stålberg,Socialdemokraterna,Jämtlands län,Enkammarriksdagen,1988,1991,skolkurator,,marianne_stålberg_a93e
7672,Marita Bengtsson,Socialdemokraterna,Södermanlands län,Enkammarriksdagen,1988,1991,inspektör,,marita_bengtsson_c9c6
7673,Martin Olsson,Centerpartiet,Västernorrlands län,Enkammarriksdagen,1988,1991,bankkamrer,man,martin_olsson_6b28
7674,Martin Segerstedt,Socialdemokraterna,Västernorrlands län,Enkammarriksdagen,1988,1991,arbetsförmedlare,man,martin_segerstedt_1492
7675,Mats Hellström,Socialdemokraterna,Stockholms kommun,Enkammarriksdagen,1988,1991,statsråd,man,mats_hellström_e588
7676,Mats Lindberg,Socialdemokraterna,Västerbottens län,Enkammarriksdagen,1988,1991,ombudsman,man,mats_lindberg_2566
7677,Maud Björnemalm,Socialdemokraterna,Örebro län,Enkammarriksdagen,1988,1991,kommunalråd,,maud_björnemalm_6ecd
7678,Mona Sahlin,Socialdemokraterna,Stockholms län,Enkammarriksdagen,1988,1991,sekreterare,woman,mona_sahlin_f16d
7679,Mona Saint Cyr,Moderata samlingspartiet,Östergötlands län,Enkammarriksdagen,1988,1991,kommunsekreterare,woman,mona_saint_cyr_075d
7680,Monica Andersson,Socialdemokraterna,Stockholms kommun,Enkammarriksdagen,1988,1991,statssekreterare,,monica_andersson_e588
7681,Monica Öhman,Socialdemokraterna,Norrbottens län,Enkammarriksdagen,1988,1991,undersköterska,,monica_öhman_9770
7682,Nic Grönvall,Moderata samlingspartiet,Hallands län,Enkammarriksdagen,1988,1991,advokat,,nic_grönvall_857a
7683,Nils Nordh,Socialdemokraterna,Jönköpings län,Enkammarriksdagen,1988,1991,metallarbetare,man,nils_nordh_db67
7684,Nils T. Svensson,Socialdemokraterna,Fyrstadskretsen,Enkammarriksdagen,1988,1991,ombudsman,man,nils_t._svensson_5af9
7685,Nils-Olof Gustafsson,Socialdemokraterna,Jämtlands län,Enkammarriksdagen,1988,1991,ombudsman,,nils-olof_gustafsson_a93e
7686,Olle Svensson,Socialdemokraterna,Södermanlands län,Enkammarriksdagen,1988,1991,redaktör,man,olle_svensson_c9c6
7687,Olle Östrand,Socialdemokraterna,Gävleborgs län,Enkammarriksdagen,1988,1991,mätningsföreståndare,man,olle_östrand_07e5
7688,Olof Johansson,Centerpartiet,Stockholms län,Enkammarriksdagen,1988,1991,f.d. statsråd,man,olof_johansson_c070
7689,Oskar Lindkvist,Socialdemokraterna,Stockholms kommun,Enkammarriksdagen,1988,1991,organisationschef,man,oskar_lindkvist_e588
7690,Ove Karlsson,Socialdemokraterna,Kopparbergs län,Enkammarriksdagen,1988,1991,skogsarbetare,man,ove_karlsson_f6ac
7691,Owe Andréasson,Socialdemokraterna,Hallands län,Enkammarriksdagen,1988,1991,verktygsmakare,,owe_andréasson_90bf
7692,Paul Ciszuk,Miljöpartiet de Gröna,Uppsala län,Enkammarriksdagen,1988,1991,docent,man,paul_ciszuk_07a4
7693,Paul Lestander,Vänsterpartiet kommunisterna,Norrbottens län,Enkammarriksdagen,1988,1991,skogsarbetare,man,paul_lestander_f386
7694,Per Gahrton,Miljöpartiet de Gröna,Stockholms län,Enkammarriksdagen,1988,1991,sociolog,man,per_gahrton_f5f6
7695,Per Olof Håkansson,Socialdemokraterna,Malmöhus län,Enkammarriksdagen,1988,1991,byggnadsingenjör,man,per_olof_håkansson_603f
7696,Per Stenmarck,Moderata samlingspartiet,Malmöhus län,Enkammarriksdagen,1988,1991,tjänsteman,man,per_stenmarck_fa2f
7697,Per Westerberg,Moderata samlingspartiet,Södermanlands län,Enkammarriksdagen,1988,1991,civilekonom,man,per_westerberg_44d1
7698,Per-Ola Eriksson,Centerpartiet,Norrbottens län,Enkammarriksdagen,1988,1991,ombudsman,,per-ola_eriksson_e46b
7699,Pär Granstedt,Centerpartiet,Stockholms kommun,Enkammarriksdagen,1988,1991,filosofie kandidat,man,pär_granstedt_ba26
7700,Ragnhild Pohanka,Miljöpartiet de Gröna,Kopparbergs län,Enkammarriksdagen,1988,1991,lärare,,ragnhild_pohanka_17c2
7701,Reynoldh Furustrand,Socialdemokraterna,Södermanlands län,Enkammarriksdagen,1988,1991,ombudsman,,reynoldh_furustrand_c9c6
7702,Rinaldo Karlsson,Socialdemokraterna,Västerbottens län,Enkammarriksdagen,1988,1991,metallarbetare,,rinaldo_karlsson_2566
7703,Roine Carlsson,Socialdemokraterna,Värmlands län,Enkammarriksdagen,1988,1991,statsråd,,roine_carlsson_749a
7704,Roland Brännström,Socialdemokraterna,Västerbottens län,Enkammarriksdagen,1988,1991,verkmästare,man,roland_brännström_2566
7705,Roland Larsson,Centerpartiet,Östergötlands län,Enkammarriksdagen,1988,1991,kommunalråd,man,roland_larsson_a20b
7706,Roland Sundgren,Socialdemokraterna,Västmanlands län,Enkammarriksdagen,1988,1991,ombudsman,man,roland_sundgren_8849
7707,Rolf Clarkson,Moderata samlingspartiet,Fyrstadskretsen,Enkammarriksdagen,1988,1991,direktör,man,rolf_clarkson_1119
7708,Rolf Dahlberg,Moderata samlingspartiet,Gävleborgs län,Enkammarriksdagen,1988,1991,yrkesvalslärare,man,rolf_dahlberg_a33d
7709,Rolf Kenneryd,Centerpartiet,Hallands län,Enkammarriksdagen,1988,1991,skogsinspektor,man,rolf_kenneryd_5f50
7710,Rolf Nilson,Vänsterpartiet kommunisterna,Fyrstadskretsen,Enkammarriksdagen,1988,1991,personalkonsulent,man,rolf_nilson_8c9e
7711,Rosa Östh,Centerpartiet,Uppsala län,Enkammarriksdagen,1988,1991,lantbrukare,woman,rosa_östh_2b12
7712,Rosa-Lill Wåhlstedt,Socialdemokraterna,Örebro län,Enkammarriksdagen,1988,1991,,,rosa-lill_wåhlstedt_6ecd
7713,Roy Ottosson,Miljöpartiet de Gröna,Västernorrlands län,Enkammarriksdagen,1988,1991,biolog,man,roy_ottosson_6273
7714,Rune Backlund,Centerpartiet,Jönköpings län,Enkammarriksdagen,1988,1991,ombudsman,man,rune_backlund_2ff5
7715,Rune Evensson,Socialdemokraterna,Älvsborgs läns norra,Enkammarriksdagen,1988,1991,ombudsman,man,rune_evensson_c49e
7716,Rune Johansson,Socialdemokraterna,Älvsborgs läns norra,Enkammarriksdagen,1988,1991,förste verkmästare,man,rune_johansson_c49e
7717,Rune Jonsson,Socialdemokraterna,Västernorrlands län,Enkammarriksdagen,1988,1991,elektriker,man,rune_jonsson_1492
7718,Rune Rydén,Moderata samlingspartiet,Fyrstadskretsen,Enkammarriksdagen,1988,1991,filosofie licentiat,man,rune_rydén_1119
7719,Rune Thorén,Centerpartiet,Göteborgs kommun,Enkammarriksdagen,1988,1991,socionom,man,rune_thorén_57dd
7720,Sigge Godin,Folkpartiet,Västernorrlands län,Enkammarriksdagen,1988,1991,förste inspektör,man,sigge_godin_4483
7721,Sigrid Bolkéus,Socialdemokraterna,Gävleborgs län,Enkammarriksdagen,1988,1991,lågstadielärare,woman,sigrid_bolkéus_07e5
7722,Sinikka Bohlin,Socialdemokraterna,Gävleborgs län,Enkammarriksdagen,1988,1991,hemspråkslärare,,sinikka_bohlin_07e5
7723,Siw Persson,Folkpartiet,Malmöhus län,Enkammarriksdagen,1988,1991,gymnasieekonom,,siw_persson_aca1
7724,Sonja Rembo,Moderata samlingspartiet,Göteborgs kommun,Enkammarriksdagen,1988,1991,sekreterare,woman,sonja_rembo_ff95
7725,Sten Andersson,Socialdemokraterna,Stockholms kommun,Enkammarriksdagen,1988,1991,statsråd,man,sten_andersson_e588
7726,Sten Andersson,Moderata samlingspartiet,Fyrstadskretsen,Enkammarriksdagen,1988,1991,varvsarbetare,man,sten_andersson_1119
7727,Sten Svensson,Moderata samlingspartiet,Skaraborgs län,Enkammarriksdagen,1988,1991,informationschef,man,sten_svensson_192a
7728,Sten Östlund,Socialdemokraterna,Göteborgs kommun,Enkammarriksdagen,1988,1991,metallarbetare,man,sten_östlund_b22b
7729,Sten-Ove Sundström,Socialdemokraterna,Norrbottens län,Enkammarriksdagen,1988,1991,järnverksarbetare,,sten-ove_sundström_9770
7730,Stig Alemyr,Socialdemokraterna,Kalmar län,Enkammarriksdagen,1988,1991,folkhögskolerektor,man,stig_alemyr_071c
7731,Stig Bertilsson,Moderata samlingspartiet,Älvsborgs läns norra,Enkammarriksdagen,1988,1991,redaktör,man,stig_bertilsson_8334
7732,Stina Eliasson,Centerpartiet,Jämtlands län,Enkammarriksdagen,1988,1991,ämneslärare,woman,stina_eliasson_69e6
7733,Stina Gustavsson,Centerpartiet,Kronobergs län,Enkammarriksdagen,1988,1991,hushållslärare,woman,stina_gustavsson_0c2a
7734,Sture Ericson,Socialdemokraterna,Örebro län,Enkammarriksdagen,1988,1991,redaktör,man,sture_ericson_6ecd
7735,Sture Thun,Socialdemokraterna,Östergötlands län,Enkammarriksdagen,1988,1991,kommunsekreterare,man,sture_thun_3fc6
7736,Sven Eric Lorentzon,Moderata samlingspartiet,Hallands län,Enkammarriksdagen,1988,1991,lantbrukare,man,sven_eric_lorentzon_857a
7737,Sven Hulterström,Socialdemokraterna,Göteborgs kommun,Enkammarriksdagen,1988,1991,statsråd,man,sven_hulterström_b22b
7738,Sven Lundberg,Socialdemokraterna,Västernorrlands län,Enkammarriksdagen,1988,1991,journalist,man,sven_lundberg_1492
7739,Sven-Erik Alkemark,Socialdemokraterna,Jönköpings län,Enkammarriksdagen,1988,1991,fastighetsförvaltare,,sven-erik_alkemark_db67
7740,Sven-Gösta Signell,Socialdemokraterna,Skaraborgs län,Enkammarriksdagen,1988,1991,ombudsman,,sven-gösta_signell_0838
7741,Sven-Olof Petersson,Centerpartiet,Blekinge län,Enkammarriksdagen,1988,1991,byggnadsingenjör,,sven-olof_petersson_0367
7742,Sverre Palm,Socialdemokraterna,Bohuslän,Enkammarriksdagen,1988,1991,järnvägstjänsteman,,sverre_palm_94ab
7743,Sören Lekberg,Socialdemokraterna,Stockholms län,Enkammarriksdagen,1988,1991,ombudsman,man,sören_lekberg_f16d
7744,Thage Peterson,Socialdemokraterna,Stockholms län,Enkammarriksdagen,1988,1991,socionom,,thage_peterson_f16d
7745,Tom Heyman,Moderata samlingspartiet,Göteborgs kommun,Enkammarriksdagen,1988,1991,styrman,man,tom_heyman_ff95
7746,Torgny Larsson,Socialdemokraterna,Göteborgs kommun,Enkammarriksdagen,1988,1991,kyrkoherde,man,torgny_larsson_b22b
7747,Torsten A. Karlsson,Socialdemokraterna,Östergötlands län,Enkammarriksdagen,1988,1991,metallarbetare,,torsten_a._karlsson_3fc6
7748,Ulf Lönnqvist,Socialdemokraterna,Stockholms län,Enkammarriksdagen,1988,1991,statsråd,man,ulf_lönnqvist_f16d
7749,Ulf Melin,Moderata samlingspartiet,Jönköpings län,Enkammarriksdagen,1988,1991,kommunalråd,man,ulf_melin_88bc
7750,Ulla Johansson,Socialdemokraterna,Kronobergs län,Enkammarriksdagen,1988,1991,lågstadielärare,,ulla_johansson_1ec1
7751,Ulla Orring,Folkpartiet,Västerbottens län,Enkammarriksdagen,1988,1991,fru,,ulla_orring_c779
7752,Ulla Pettersson,Socialdemokraterna,Gotlands län,Enkammarriksdagen,1988,1991,socialsekreterare,,ulla_pettersson_70ba
7753,Ulla Samuelsson,Socialdemokraterna,Örebro län,Enkammarriksdagen,1988,1991,,,ulla_samuelsson_6ecd
7754,Ulla Tillander,Centerpartiet,Fyrstadskretsen,Enkammarriksdagen,1988,1991,ämneslärare,,ulla_tillander_971d
7755,Ulla-Britt Åbark,Socialdemokraterna,Hallands län,Enkammarriksdagen,1988,1991,socionom,,ulla-britt_åbark_90bf
7756,Viola Claesson,Vänsterpartiet kommunisterna,Göteborgs kommun,Enkammarriksdagen,1988,1991,bibliotekarie,woman,viola_claesson_4706
7757,Viola Furubjelke,Socialdemokraterna,Östergötlands län,Enkammarriksdagen,1988,1991,utredningssekreterare,woman,viola_furubjelke_3fc6
7758,Wiggo Komstedt,Moderata samlingspartiet,Kristianstads län,Enkammarriksdagen,1988,1991,försäljningschef,,wiggo_komstedt_a588
7759,Ylva Annerstedt,Folkpartiet,Stockholms län,Enkammarriksdagen,1988,1991,småföretagare,woman,ylva_annerstedt_ac95
7760,Ylva Johansson,Vänsterpartiet kommunisterna,Stockholms kommun,Enkammarriksdagen,1988,1991,lärare,woman,ylva_johansson_4de3
7761,Yvonne Sandberg-Fries,Socialdemokraterna,Blekinge län,Enkammarriksdagen,1988,1991,avdelningschef,,yvonne_sandberg-fries_342f
7762,Åke Gustavsson,Socialdemokraterna,Jönköpings län,Enkammarriksdagen,1988,1991,redaktör,man,åke_gustavsson_db67
7763,Åke Selberg,Socialdemokraterna,Norrbottens län,Enkammarriksdagen,1988,1991,hemmansägare,man,åke_selberg_9770
7764,Åsa Domeij,Miljöpartiet de Gröna,Stockholms kommun,Enkammarriksdagen,1988,1991,agronom,woman,åsa_domeij_6b92
7765,Agne Hansson,Centerpartiet,Kalmar län,Enkammarriksdagen,1991,1994,,,agne_hansson_8d40
7766,Alf Egnerfors,Socialdemokraterna,Södermanlands län,Enkammarriksdagen,1991,1994,,man,alf_egnerfors_c9c6
7767,Alf Svensson,Kristdemokraterna,Jönköpings län,Enkammarriksdagen,1991,1994,,man,alf_svensson_ef40
7768,Alf Wennerfors,Moderata samlingspartiet,Stockholms län,Enkammarriksdagen,1991,1994,,man,alf_wennerfors_05ee
7769,Allan Larsson,Socialdemokraterna,Jönköpings län,Enkammarriksdagen,1991,1994,,man,allan_larsson_db67
7770,Alwa Wennerlund,Kristdemokraterna,Malmöhus län,Enkammarriksdagen,1991,1994,,woman,alwa_wennerlund_7d76
7771,Anders Björck,Moderata samlingspartiet,Jönköpings län,Enkammarriksdagen,1991,1994,,man,anders_björck_88bc
7772,Anders G. Högmark,Moderata samlingspartiet,Kronobergs län,Enkammarriksdagen,1991,1994,,man,anders_g._högmark_1caf
7773,Anders Nilsson,Socialdemokraterna,Skaraborgs län,Enkammarriksdagen,1991,1994,,man,anders_nilsson_0838
7774,Anders Svärd,Centerpartiet,Örebro län,Enkammarriksdagen,1991,1994,,man,anders_svärd_48d0
7775,Anita Gradin,Socialdemokraterna,Stockholms kommun,Enkammarriksdagen,1991,1994,,woman,anita_gradin_e588
7776,Anita Johansson,Socialdemokraterna,Stockholms län,Enkammarriksdagen,1991,1994,,woman,anita_johansson_f16d
7777,Anita Jönsson,Socialdemokraterna,Malmöhus län,Enkammarriksdagen,1991,1994,,woman,anita_jönsson_603f
7778,Anita Modin,Socialdemokraterna,Stockholms kommun,Enkammarriksdagen,1991,1994,,woman,anita_modin_e588
7779,Anita Persson,Socialdemokraterna,Södermanlands län,Enkammarriksdagen,1991,1994,,woman,anita_persson_c9c6
7780,Ann-Cathrine Haglund,Moderata samlingspartiet,Örebro län,Enkammarriksdagen,1991,1994,,,ann-cathrine_haglund_84ee
7781,Anne Rhenman,Ny demokrati,Södermanlands län,Enkammarriksdagen,1991,1994,,,anne_rhenman_b732
7782,Anne Wibble,Folkpartiet liberalerna,Stockholms län,Enkammarriksdagen,1991,1994,,,anne_wibble_1c78
7783,Annika Åhnberg,Vänsterpartiet,Stockholms län,Enkammarriksdagen,1991,1994,,woman,annika_åhnberg_9ccd
7784,Arne Andersson,Moderata samlingspartiet,Älvsborgs läns norra,Enkammarriksdagen,1991,1994,,man,arne_andersson_8334
7785,Arne Kjörnsberg,Socialdemokraterna,Älvsborgs läns södra,Enkammarriksdagen,1991,1994,,man,arne_kjörnsberg_d713
7786,Axel Andersson,Socialdemokraterna,Gävleborgs län,Enkammarriksdagen,1991,1994,,man,axel_andersson_07e5
7787,Barbro Palmerlund,Socialdemokraterna,Stockholms kommun,Enkammarriksdagen,1991,1994,,,barbro_palmerlund_e588
7788,Barbro Westerholm,Folkpartiet liberalerna,Stockholms kommun,Enkammarriksdagen,1991,1994,,,barbro_westerholm_777c
7789,Bengt Dalström,Ny demokrati,Hallands län,Enkammarriksdagen,1991,1994,,man,bengt_dalström_6622
7790,Bengt Harding Olson,Folkpartiet liberalerna,Kristianstads län,Enkammarriksdagen,1991,1994,,man,bengt_harding_olson_dbbd
7791,Bengt Hurtig,Vänsterpartiet,Norrbottens län,Enkammarriksdagen,1991,1994,,man,bengt_hurtig_9977
7792,Bengt Kindbom,Centerpartiet,Skaraborgs län,Enkammarriksdagen,1991,1994,,man,bengt_kindbom_a11d
7793,Bengt Kronblad,Socialdemokraterna,Kalmar län,Enkammarriksdagen,1991,1994,,man,bengt_kronblad_071c
7794,Bengt Rosén,Folkpartiet liberalerna,Skaraborgs län,Enkammarriksdagen,1991,1994,,man,bengt_rosén_ee34
7795,Bengt Silfverstrand,Socialdemokraterna,Malmöhus län,Enkammarriksdagen,1991,1994,,man,bengt_silfverstrand_603f
7796,Bengt Westerberg,Folkpartiet liberalerna,Stockholms län,Enkammarriksdagen,1991,1994,,man,bengt_westerberg_1c78
7797,Bengt Wittbom,Moderata samlingspartiet,Örebro län,Enkammarriksdagen,1991,1994,,man,bengt_wittbom_84ee
7798,Bengt-Ola Ryttar,Socialdemokraterna,Kopparbergs län,Enkammarriksdagen,1991,1994,,,bengt-ola_ryttar_f6ac
7799,Berit Andnor,Socialdemokraterna,Jämtlands län,Enkammarriksdagen,1991,1994,,,berit_andnor_a93e
7800,Berit Löfstedt,Socialdemokraterna,Östergötlands län,Enkammarriksdagen,1991,1994,,,berit_löfstedt_3fc6
7801,Berit Oscarsson,Socialdemokraterna,Västmanlands län,Enkammarriksdagen,1991,1994,,,berit_oscarsson_8849
7802,Berith Eriksson,Vänsterpartiet,Uppsala län,Enkammarriksdagen,1991,1994,,,berith_eriksson_e57c
7803,Berndt Ekholm,Socialdemokraterna,Älvsborgs läns södra,Enkammarriksdagen,1991,1994,,,berndt_ekholm_d713
7804,Bert Karlsson,Ny demokrati,Östergötlands län,Enkammarriksdagen,1991,1994,,man,bert_karlsson_8d7a
7805,Bertil Danielsson,Moderata samlingspartiet,Kalmar län,Enkammarriksdagen,1991,1994,,man,bertil_danielsson_479f
7806,Bertil Fiskesjö,Centerpartiet,Malmöhus län,Enkammarriksdagen,1991,1994,,man,bertil_fiskesjö_2b11
7807,Bertil Måbrink,Vänsterpartiet,Gävleborgs län,Enkammarriksdagen,1991,1994,,man,bertil_måbrink_b543
7808,Bertil Persson,Moderata samlingspartiet,Fyrstadskretsen,Enkammarriksdagen,1991,1994,,man,bertil_persson_1119
7809,Birger Andersson,Centerpartiet,Västmanlands län,Enkammarriksdagen,1991,1994,,man,birger_andersson_3292
7810,Birger Hagård,Moderata samlingspartiet,Östergötlands län,Enkammarriksdagen,1991,1994,,man,birger_hagård_075d
7811,Birger Rosqvist,Socialdemokraterna,Kalmar län,Enkammarriksdagen,1991,1994,,man,birger_rosqvist_071c
7812,Birgit Friggebo,Folkpartiet liberalerna,Stockholms kommun,Enkammarriksdagen,1991,1994,,,birgit_friggebo_777c
