,name,party,district,chamber,start,end,occupation,gender,id
945,Carl Winberg,Unknown k,Västerbottens län och Norrbottens län,Första kammaren,1924,1930,,man,carl_winberg_21d2
946,Carl-Axel Reuterskiöld,Bondeförbundet,Stockholms län och Uppsala län,Första kammaren,1924,1930,,,carl-axel_reuterskiöld_2f46
947,Charles Lindley,Socialdemokraterna,Stockholms stad,Första kammaren,1924,1930,,man,charles_lindley_edcf
948,Daniel Alfred Petrén,Socialdemokraterna,Kopparbergs län,Första kammaren,1924,1930,,man,daniel_alfred_petrén_f6ac
949,David Bergström,Unknown f,Östergötlands län med Norrköpings stad,Första kammaren,1924,1930,,man,david_bergström_40d6
950,Edvard Björnsson,Socialdemokraterna,Älvsborgs län,Första kammaren,1924,1930,,man,edvard_björnsson_1159
951,Edvard Lithander,Högerpartiet,Göteborgs stad,Första kammaren,1924,1930,,man,edvard_lithander_b62e
952,Edward Larson i Lerdala,Unknown f,Skaraborgs län,Första kammaren,1924,1930,,man,edward_larson_i_lerdala_3501
953,Einar Thulin,Socialdemokraterna,Östergötlands län med Norrköpings stad,Första kammaren,1924,1930,,man,einar_thulin_27f3
954,Eli Svänsson,Socialdemokraterna,Kalmar läns norra och södra landstingsområden samt Gotlands län,Första kammaren,1924,1930,,man,eli_svänsson_7225
955,Elof Andersson i Fältenborg,Liberalerna,Blekinge län och Kristianstads län,Första kammaren,1924,1930,,man,elof_andersson_i_fältenborg_2c90
956,Eric Hallin,Högerpartiet,Göteborgs och Bohus län,Första kammaren,1924,1930,,man,eric_hallin_288c
957,Erik Abrahamsson,Unknown f,Jönköpings län,Första kammaren,1924,1930,,man,erik_abrahamsson_cd19
958,Erik Anderson i Hägelåkra,Högerpartiet,Kalmar läns norra och södra landstingsområden samt Gotlands län,Första kammaren,1924,1930,,man,erik_anderson_i_hägelåkra_d67c
959,Erik August Enhörning,Högerpartiet,Västernorrlands län och Jämtlands län,Första kammaren,1924,1930,,man,erik_august_enhörning_a4f6
960,Erik Dalberg,Socialdemokraterna,Kopparbergs län,Första kammaren,1924,1930,,man,erik_dalberg_f6ac
961,Erik Vrang,Högerpartiet,Skaraborgs län,Första kammaren,1924,1930,,man,erik_vrang_f791
962,Ernst Alarik Klefbeck,Socialdemokraterna,Stockholms stad,Första kammaren,1924,1930,,man,ernst_alarik_klefbeck_edcf
963,Ernst Lundell,Högerpartiet,Skaraborgs län,Första kammaren,1924,1930,,man,ernst_lundell_f791
964,Ernst Lyberg,Liberalerna,Kopparbergs län,Första kammaren,1924,1930,,man,ernst_lyberg_971f
965,Ernst Svensson i Eskhult,Bondeförbundet,Skaraborgs län,Första kammaren,1924,1930,,man,ernst_svensson_i_eskhult_4365
966,Ernst Trygger,Högerpartiet,Stockholms stad,Första kammaren,1924,1930,,man,ernst_trygger_8cdc
967,Ernst Wigforss,Socialdemokraterna,Göteborgs stad,Första kammaren,1924,1930,,man,ernst_wigforss_b9d2
968,Ernst Åström,Socialdemokraterna,Kopparbergs län,Första kammaren,1924,1930,,man,ernst_åström_f6ac
969,Evert Jonsson i Lycksele,Unknown f,Västerbottens län och Norrbottens län,Första kammaren,1924,1930,,man,evert_jonsson_i_lycksele_317d
970,Frits Gustav Möller,Socialdemokraterna,Stockholms län och Uppsala län,Första kammaren,1924,1930,,,frits_gustav_möller_b783
971,Georg Bissmark,Högerpartiet,Kronobergs och Hallands län,Första kammaren,1924,1930,,man,georg_bissmark_4315
972,Georg Dahl,Högerpartiet,Värmlands län,Första kammaren,1924,1930,,man,georg_dahl_a4a2
973,Gottfrid Karlsson i Gillberga,Unknown f,Örebro län,Första kammaren,1924,1930,,man,gottfrid_karlsson_i_gillberga_8e06
974,Gustaf Anton Larsén,Socialdemokraterna,Kronobergs och Hallands län,Första kammaren,1924,1930,,man,gustaf_anton_larsén_d60d
975,Gustaf Boman,Högerpartiet,Göteborgs stad,Första kammaren,1924,1930,,man,gustaf_boman_b62e
976,Gustaf Kobb,Liberalerna,Södermanlands och Västmanlands län,Första kammaren,1924,1930,,man,gustaf_kobb_f0fe
977,Gustaf Lagerbjelke,Högerpartiet,Stockholms län och Uppsala län,Första kammaren,1924,1930,,man,gustaf_lagerbjelke_c8f9
978,Gustaf Sederholm,Högerpartiet,Södermanlands och Västmanlands län,Första kammaren,1924,1930,,man,gustaf_sederholm_e399
979,Gustaf Strömberg,Socialdemokraterna,Värmlands län,Första kammaren,1924,1930,,man,gustaf_strömberg_749a
980,Gustav Hansson i Gårda,Socialdemokraterna,Göteborgs stad,Första kammaren,1924,1930,,man,gustav_hansson_i_gårda_b9d2
981,Gustav Rosén,Unknown f,Västerbottens län och Norrbottens län,Första kammaren,1924,1930,,man,gustav_rosén_317d
982,Harald Åkerberg,Socialdemokraterna,Örebro län,Första kammaren,1924,1930,,man,harald_åkerberg_6ecd
983,Henrik Andersson i Boda,Bondeförbundet,Västernorrlands län och Jämtlands län,Första kammaren,1924,1930,,man,henrik_andersson_i_boda_2a1d
984,Herman Kvarnzelius,Liberalerna,Västernorrlands län och Jämtlands län,Första kammaren,1924,1930,,man,herman_kvarnzelius_2c50
985,Herman Lamm,Liberalerna,Stockholms stad,Första kammaren,1924,1930,,man,herman_lamm_5360
986,Herman Rogberg,Högerpartiet,Västerbottens län och Norrbottens län,Första kammaren,1924,1930,,man,herman_rogberg_12b3
987,Hjalmar Hammarskjöld,,Stockholms län och Uppsala län,Första kammaren,1924,1930,,man,hjalmar_hammarskjöld_044b
988,Hjalmar von Sydow,Högerpartiet,Stockholms stad,Första kammaren,1924,1930,,man,hjalmar_von_sydow_8cdc
989,Hugo Erik Gustaf Hamilton,Högerpartiet,Älvsborgs län,Första kammaren,1924,1930,,man,hugo_erik_gustaf_hamilton_71e5
990,Isak Svensson i Grindstorp,Liberalerna,Göteborgs och Bohus län,Första kammaren,1924,1930,,man,isak_svensson_i_grindstorp_62cb
991,Israel Holmgren,Unknown f,Göteborgs och Bohus län,Första kammaren,1924,1930,,man,israel_holmgren_a789
992,Ivan Pauli,Socialdemokraterna,Jönköpings län,Första kammaren,1924,1930,,man,ivan_pauli_db67
993,Ivar Österström,Unknown f,Västernorrlands län och Jämtlands län,Första kammaren,1924,1930,,man,ivar_österström_9e0d
994,J. Erik Forssberg,Högerpartiet,Blekinge län och Kristianstads län,Första kammaren,1924,1930,,,j._erik_forssberg_2816
995,Jacob Larsson,Socialdemokraterna,Malmöhus län med Malmö stad och Helsingborgs stad,Första kammaren,1924,1930,,man,jacob_larsson_f65e
996,Jacob Spens,Högerpartiet,Jönköpings län,Första kammaren,1924,1930,,man,jacob_spens_dd17
997,Jan Berglund,Socialdemokraterna,Stockholms stad,Första kammaren,1924,1930,,man,jan_berglund_edcf
998,Janne Walles,Socialdemokraterna,Västernorrlands län och Jämtlands län,Första kammaren,1924,1930,,,janne_walles_1c39
999,Jeppe Clemedtson,Högerpartiet,Blekinge län och Kristianstads län,Första kammaren,1924,1930,,,jeppe_clemedtson_2816
1000,Johan Bergman,Unknown f,Värmlands län,Första kammaren,1924,1930,,man,johan_bergman_f21e
1001,Johan Bernhard Johansson i Fredrikslund,Högerpartiet,Kronobergs och Hallands län,Första kammaren,1924,1930,,man,johan_bernhard_johansson_i_fredrikslund_4315
1002,Johan Johansson i Friggeråker,Bondeförbundet,Älvsborgs län,Första kammaren,1924,1930,,man,johan_johansson_i_friggeråker_d775
1003,Johan Johansson i Hornsberg,Unknown f,Västernorrlands län och Jämtlands län,Första kammaren,1924,1930,,man,johan_johansson_i_hornsberg_9e0d
1004,Johan Nilsson i Malmö,Socialdemokraterna,Malmöhus län med Malmö stad och Helsingborgs stad,Första kammaren,1924,1930,,man,johan_nilsson_i_malmö_f65e
1005,Johan Nilsson i Skottlandshus,Högerpartiet,Blekinge län och Kristianstads län,Första kammaren,1924,1930,,man,johan_nilsson_i_skottlandshus_2816
1006,John Almkvist,Unknown f,Västerbottens län och Norrbottens län,Första kammaren,1924,1930,,man,john_almkvist_317d
1007,John Jeansson,Högerpartiet,Kalmar läns norra och södra landstingsområden samt Gotlands län,Första kammaren,1924,1930,,man,john_jeansson_d67c
1008,John Karlsson,Högerpartiet,Södermanlands och Västmanlands län,Första kammaren,1924,1930,,man,john_karlsson_e399
1009,John Sandén,Socialdemokraterna,Värmlands län,Första kammaren,1924,1930,,man,john_sandén_749a
1010,Jonas Andersson i Hedsta,Högerpartiet,Gävleborgs län med Gävle stad,Första kammaren,1924,1930,,man,jonas_andersson_i_hedsta_3cac
1011,Jöns Jönsson i Slätåker,Högerpartiet,Malmöhus län med Malmö stad och Helsingborgs stad,Första kammaren,1924,1930,,,jöns_jönsson_i_slätåker_f74c
1012,Jöns Pålsson,Liberalerna,Malmöhus län med Malmö stad och Helsingborgs stad,Första kammaren,1924,1930,,,jöns_pålsson_deef
1013,K.G. Westman,Bondeförbundet,Östergötlands län med Norrköpings stad,Första kammaren,1924,1930,,,k.g._westman_5b8c
1014,Karl Andersson i Eliantorp,Bondeförbundet,Östergötlands län med Norrköpings stad,Första kammaren,1924,1930,,man,karl_andersson_i_eliantorp_5b8c
1015,Karl Ekman,Högerpartiet,Jönköpings län,Första kammaren,1924,1930,,man,karl_ekman_dd17
1016,Karl Johan Alfred Gustafsson,Högerpartiet,Jönköpings län,Första kammaren,1924,1930,,man,karl_johan_alfred_gustafsson_dd17
1017,Karl Sandegård,Socialdemokraterna,Älvsborgs län,Första kammaren,1924,1930,,man,karl_sandegård_1159
1018,Karl Schlyter,Socialdemokraterna,Värmlands län,Första kammaren,1924,1930,,man,karl_schlyter_749a
1019,Kerstin Hesselgren,Liberalerna,Örebro län,Första kammaren,1924,1930,,woman,kerstin_hesselgren_50ce
1020,Knut von Geijer,Högerpartiet,Malmöhus län med Malmö stad och Helsingborgs stad,Första kammaren,1924,1930,,man,knut_von_geijer_f74c
1021,Lars Gunnar Bodin,Bondeförbundet,Kalmar läns norra och södra landstingsområden samt Gotlands län,Första kammaren,1924,1930,,man,lars_gunnar_bodin_db88
1022,Leonard Ljunglund,Högerpartiet,Stockholms stad,Första kammaren,1924,1930,,man,leonard_ljunglund_8cdc
1023,Leonard Tjällgren,Bondeförbundet,Västernorrlands län och Jämtlands län,Första kammaren,1924,1930,,man,leonard_tjällgren_2a1d
1024,Ludvig Widell,Högerpartiet,Göteborgs och Bohus län,Första kammaren,1924,1930,,man,ludvig_widell_288c
1025,Manne Asplund,Socialdemokraterna,Västerbottens län och Norrbottens län,Första kammaren,1924,1930,,man,manne_asplund_e65f
1026,Martin Fehr,Liberalerna,Stockholms län och Uppsala län,Första kammaren,1924,1930,,man,martin_fehr_1747
1027,Martin Kropp,Socialdemokraterna,Blekinge län och Kristianstads län,Första kammaren,1924,1930,,man,martin_kropp_d5cc
1028,Martin Svensson i Kompersmåla,Högerpartiet,Kronobergs och Hallands län,Första kammaren,1924,1930,,man,martin_svensson_i_kompersmåla_4315
1029,Nils Anton Nilsson i Östrabo,Högerpartiet,Malmöhus län med Malmö stad och Helsingborgs stad,Första kammaren,1924,1930,,man,nils_anton_nilsson_i_östrabo_f74c
1030,Nils August Nilsson i Kabbarp,Socialdemokraterna,Malmöhus län med Malmö stad och Helsingborgs stad,Första kammaren,1924,1930,,man,nils_august_nilsson_i_kabbarp_f65e
1031,Nils Gabrielsson,Högerpartiet,Västerbottens län och Norrbottens län,Första kammaren,1924,1930,,man,nils_gabrielsson_12b3
1032,Nils Persson i Malmö,Socialdemokraterna,Malmöhus län med Malmö stad och Helsingborgs stad,Första kammaren,1924,1930,,man,nils_persson_i_malmö_f65e
1033,Nils Sigfrid Norling,Socialdemokraterna,Gävleborgs län med Gävle stad,Första kammaren,1924,1930,,man,nils_sigfrid_norling_337f
1034,Nils Wohlin,Bondeförbundet,Malmöhus län med Malmö stad och Helsingborgs stad,Första kammaren,1924,1930,,man,nils_wohlin_fd97
1035,Olaus Pettersson i Olovstorp,Unknown f,Älvsborgs län,Första kammaren,1924,1930,,man,olaus_pettersson_i_olovstorp_aaee
1036,Olof Bergqvist,Högerpartiet,Västerbottens län och Norrbottens län,Första kammaren,1924,1930,,man,olof_bergqvist_12b3
1037,Olof Olsson,Socialdemokraterna,Malmöhus län med Malmö stad och Helsingborgs stad,Första kammaren,1924,1930,,man,olof_olsson_f65e
1038,Oscar Ericson i Oberga,Bondeförbundet,Jönköpings län,Första kammaren,1924,1930,,man,oscar_ericson_i_oberga_eff1
1039,Oscar Olsson,Socialdemokraterna,Östergötlands län med Norrköpings stad,Första kammaren,1924,1930,,man,oscar_olsson_27f3
1040,Paul Hellström,Unknown f,Västerbottens län och Norrbottens län,Första kammaren,1924,1930,,man,paul_hellström_317d
1041,Paul Magnusson,Socialdemokraterna,Stockholms stad,Första kammaren,1924,1930,,man,paul_magnusson_edcf
1042,Per Adolf Larsson i Öjersbyn,Högerpartiet,Älvsborgs län,Första kammaren,1924,1930,,man,per_adolf_larsson_i_öjersbyn_71e5
1043,Per Andersson i Koldemo,Bondeförbundet,Gävleborgs län med Gävle stad,Första kammaren,1924,1930,,man,per_andersson_i_koldemo_1eb9
1044,Per Gustafsson i Benestad,Bondeförbundet,Kronobergs och Hallands län,Första kammaren,1924,1930,,man,per_gustafsson_i_benestad_64d3
1045,Per Henning Sjöblom,Socialdemokraterna,Stockholms län och Uppsala län,Första kammaren,1924,1930,,man,per_henning_sjöblom_b783
1046,Per Norin,Socialdemokraterna,Gävleborgs län med Gävle stad,Första kammaren,1924,1930,,man,per_norin_337f
1047,Petrus Nilsson i Gränebo,Bondeförbundet,Kalmar läns norra och södra landstingsområden samt Gotlands län,Första kammaren,1924,1930,,,petrus_nilsson_i_gränebo_db88
1048,Rickard Sandler,Socialdemokraterna,Gävleborgs län med Gävle stad,Första kammaren,1924,1930,,man,rickard_sandler_337f
1049,Salli Luterkort,Socialdemokraterna,Västernorrlands län och Jämtlands län,Första kammaren,1924,1930,,,salli_luterkort_1c39
1050,Sigfrid Hansson,Socialdemokraterna,Göteborgs och Bohus län,Första kammaren,1924,1930,,,sigfrid_hansson_f596
1051,Sten Stendahl,Högerpartiet,Stockholms stad,Första kammaren,1924,1930,,man,sten_stendahl_8cdc
1052,Teodor Julin,Socialdemokraterna,Stockholms län och Uppsala län,Första kammaren,1924,1930,,man,teodor_julin_b783
1053,Theodor Borell,Högerpartiet,Stockholms län och Uppsala län,Första kammaren,1924,1930,,man,theodor_borell_c8f9
1054,Theodor Östergren,Socialdemokraterna,Blekinge län och Kristianstads län,Första kammaren,1924,1930,,man,theodor_östergren_d5cc
1055,Torsten Nothin,Socialdemokraterna,Södermanlands och Västmanlands län,Första kammaren,1924,1930,,,torsten_nothin_2545
1056,Torsten Ström,Socialdemokraterna,Skaraborgs län,Första kammaren,1924,1930,,,torsten_ström_0838
1057,Ulrik Leander,Unknown f,Blekinge län och Kristianstads län,Första kammaren,1924,1930,,man,ulrik_leander_c58e
1058,Valfrid Eriksson,Högerpartiet,Värmlands län,Första kammaren,1924,1930,,man,valfrid_eriksson_a4a2
1059,William Linder,Socialdemokraterna,Blekinge län och Kristianstads län,Första kammaren,1924,1930,,man,william_linder_d5cc
1060,Åke Ingeström,Unknown f,Värmlands län,Första kammaren,1924,1930,,man,åke_ingeström_f21e
1061,Abel Andersson,Socialdemokraterna,Jönköpings län,Andra kammaren,1925,1928,,man,abel_andersson_db67
1062,Adolf Wallerius,Högerpartiet,Göteborgs och Bohus län,Andra kammaren,1925,1928,,man,adolf_wallerius_288c
1063,Adolf Wiklund,Högerpartiet,Västerbottens län,Andra kammaren,1925,1928,,man,adolf_wiklund_f247
1064,Adolv Olsson,Socialdemokraterna,Gävleborgs län,Andra kammaren,1925,1928,,,adolv_olsson_07e5
1065,Agda Östlund,Socialdemokraterna,Stockholms stad,Andra kammaren,1925,1928,,,agda_östlund_edcf
1066,Albert Johansson,Högerpartiet,Kalmar län,Andra kammaren,1925,1928,,man,albert_johansson_7f72
1067,Alfred Werner,Socialdemokraterna,Kalmar län,Andra kammaren,1925,1928,,man,alfred_werner_071c
1068,Algot Sjöström,Socialdemokraterna,Göteborgs stad,Andra kammaren,1925,1928,,man,algot_sjöström_b9d2
1069,Algot Törnkvist,Socialdemokraterna,Blekinge län,Andra kammaren,1925,1928,,man,algot_törnkvist_342f
1070,Anders Andersson,Socialdemokraterna,Hallands län,Andra kammaren,1925,1928,,man,anders_andersson_90bf
1071,Anders Andersson,Socialdemokraterna,Örebro län,Andra kammaren,1925,1928,,man,anders_andersson_6ecd
1072,Anders Hansson i Trollhättan,Socialdemokraterna,Älvsborgs läns norra,Andra kammaren,1925,1928,,man,anders_hansson_i_trollhättan_c49e
1073,Anders Henrikson,Högerpartiet,Hallands län,Andra kammaren,1925,1928,,man,anders_henrikson_885e
1074,Anders Lindgren,Bondeförbundet,Älvsborgs läns norra,Andra kammaren,1925,1928,,man,anders_lindgren_f0dc
1075,Anders Norsell,Socialdemokraterna,Värmlands län,Andra kammaren,1925,1928,,man,anders_norsell_749a
1076,Anders Paulsen,Socialdemokraterna,Malmöhus län,Andra kammaren,1925,1928,,man,anders_paulsen_603f
1077,Anton Eklund,Socialdemokraterna,Västmanlands län,Andra kammaren,1925,1928,,man,anton_eklund_8849
1078,Anton Svensson,Bondeförbundet,Jönköpings län,Andra kammaren,1925,1928,,man,anton_svensson_eff1
1079,Anton Wikström,Unknown f,Västerbottens län,Andra kammaren,1925,1928,,man,anton_wikström_2f93
1080,Arne Forssell,Högerpartiet,Stockholms stad,Andra kammaren,1925,1928,,man,arne_forssell_8cdc
1081,Arthur Engberg,Socialdemokraterna,Fyrstadskretsen[1],Andra kammaren,1925,1928,,man,arthur_engberg_58b7
1082,Arthur Heiding,Bondeförbundet,Kalmar län,Andra kammaren,1925,1928,,man,arthur_heiding_57da
1083,Arthur Wilhelm Gustafsson,Högerpartiet,Älvsborgs läns norra,Andra kammaren,1925,1928,,man,arthur_wilhelm_gustafsson_a574
1084,Arvid Gardell,Bondeförbundet,Gotlands län,Andra kammaren,1925,1928,,man,arvid_gardell_43d3
1085,Arvid Lindman,Högerpartiet,Stockholms stad,Andra kammaren,1925,1928,,man,arvid_lindman_8cdc
1086,August Danielsson,Bondeförbundet,Älvsborgs läns norra,Andra kammaren,1925,1928,,man,august_danielsson_f0dc
1087,August Ernfors (tidigare Eriksson),Högerpartiet,Kopparbergs län,Andra kammaren,1925,1928,,man,august_ernfors_(tidigare_eriksson)_870d
1088,August Lundén,Unknown f,Skaraborgs län,Andra kammaren,1925,1928,,man,august_lundén_3501
1089,August Schill,Unknown f,Södermanlands län,Andra kammaren,1925,1928,,man,august_schill_12da
1090,August Spångberg,Unknown k,Värmlands län,Andra kammaren,1925,1928,,man,august_spångberg_8868
1091,August Sävström,Socialdemokraterna,Gävleborgs län,Andra kammaren,1925,1928,,man,august_sävström_07e5
1092,August Wilhelm Pettersson,Socialdemokraterna,Västmanlands län,Andra kammaren,1925,1928,,man,august_wilhelm_pettersson_8849
1093,Axel Lindqvist,Socialdemokraterna,Hallands län,Andra kammaren,1925,1928,,man,axel_lindqvist_90bf
1094,Bernhard Eriksson,Socialdemokraterna,Kopparbergs län,Andra kammaren,1925,1928,,man,bernhard_eriksson_f6ac
1095,Bertha Wellin,Högerpartiet,Stockholms stad,Andra kammaren,1925,1928,,,bertha_wellin_8cdc
1096,Bertil Mogård,Socialdemokraterna,Örebro län,Andra kammaren,1925,1928,,man,bertil_mogård_6ecd
1097,Birger Christenson,Högerpartiet,Stockholms län,Andra kammaren,1925,1928,,man,birger_christenson_5c71
1098,Birger Petersson,Högerpartiet,Älvsborgs läns södra,Andra kammaren,1925,1928,,man,birger_petersson_a088
1099,Björn Frithiofsson Holmgren,Högerpartiet,Blekinge län,Andra kammaren,1925,1928,,man,björn_frithiofsson_holmgren_cd79
1100,Bror Lundkvist,Socialdemokraterna,Södermanlands län,Andra kammaren,1925,1928,,man,bror_lundkvist_c9c6
1101,Carl Alfred Svensson,Socialdemokraterna,Västernorrlands län,Andra kammaren,1925,1928,,man,carl_alfred_svensson_1492
1102,Carl Arvid Anderson,Högerpartiet,Skaraborgs län,Andra kammaren,1925,1928,,man,carl_arvid_anderson_f791
1103,Carl Björling,Unknown f,Värmlands län,Andra kammaren,1925,1928,,man,carl_björling_f21e
1104,Carl Bodén,Unknown f,Skaraborgs län,Andra kammaren,1925,1928,,man,carl_bodén_3501
1105,Carl Brännberg,Socialdemokraterna,Göteborgs och Bohus län,Andra kammaren,1925,1928,,man,carl_brännberg_f596
1106,Carl Gustaf Olsson,Bondeförbundet,Uppsala län,Andra kammaren,1925,1928,,man,carl_gustaf_olsson_01b9
1107,Carl Jansson i Edsbäcken,Unknown f,Värmlands län,Andra kammaren,1925,1928,,man,carl_jansson_i_edsbäcken_f21e
1108,Carl Johan Högström,Socialdemokraterna,Gävleborgs län,Andra kammaren,1925,1928,,man,carl_johan_högström_07e5
1109,Carl Johan Johansson i Uppmälby,Socialdemokraterna,Södermanlands län,Andra kammaren,1925,1928,,man,carl_johan_johansson_i_uppmälby_c9c6
